frame,visible_voxels
532,427473,
533,428035,
534,427609,
535,427456,
536,427610,
537,427657,
538,427958,
539,427578,
540,428128,
541,428393,
542,428095,
543,428094,
544,427973,
545,428003,
546,428065,
547,427642,
548,427520,
549,427623,
550,427346,
551,426786,
552,426070,
553,425677,
554,425441,
555,424587,
556,424028,
557,422275,
558,421914,
559,422346,
560,421243,
561,420934,
562,420277,
563,419987,
564,419541,
565,419218,
566,417738,
567,417260,
568,416320,
569,415310,
570,414022,
571,412133,
572,411333,
573,411281,
574,408951,
575,406909,
576,405878,
577,404873,
578,403098,
579,402449,
580,402072,
581,400251,
582,398498,
583,396074,
584,395594,
585,395284,
586,395252,
587,391826,
588,389003,
589,387669,
590,393439,
591,394010,
592,387976,
593,388002,
594,389787,
595,388238,
596,387361,
597,389658,
598,390715,
599,391082,
600,388469,
601,389658,
602,391341,
603,390944,
604,391133,
605,390641,
606,390482,
607,391389,
608,390130,
609,388103,
610,388700,
611,390561,
612,387915,
613,387085,
614,386979,
615,384776,
616,384941,
617,384296,
618,381506,
619,381468,
620,383211,
621,382015,
622,378610,
623,378143,
624,377100,
625,374721,
626,373581,
627,374700,
628,373400,
629,371725,
630,373487,
631,373945,
632,369925,
633,369505,
634,371007,
635,369242,
636,368489,
637,368037,
638,367463,
639,364611,
640,363763,
641,365362,
642,362340,
643,359746,
644,360270,
645,360170,
646,362146,
647,360697,
648,361234,
649,362442,
650,363534,
651,363656,
652,363423,
653,364759,
654,366917,
655,366519,
656,366701,
657,367880,
658,367510,
659,366820,
660,366031,
661,366178,
662,365462,
663,363761,
664,362728,
665,361738,
666,361091,
667,359481,
668,356403,
669,354613,
670,353714,
671,352194,
672,350032,
673,348599,
674,347222,
675,346519,
676,345266,
677,342987,
678,341938,
679,340510,
680,337872,
681,334105,
682,332958,
683,330078,
684,328031,
685,325997,
686,325415,
687,323033,
688,319856,
689,317634,
690,314427,
691,314789,
692,314074,
693,312226,
694,310698,
695,308006,
696,307761,
697,305649,
698,303647,
699,300540,
700,298710,
701,298480,
702,296813,
703,294341,
704,292207,
705,289642,
706,287954,
707,286313,
708,284242,
709,281797,
710,278993,
711,276767,
712,274696,
713,274386,
714,272482,
715,269828,
716,268311,
717,265781,
718,262211,
719,259442,
720,258390,
721,257802,
722,255139,
723,252145,
724,250122,
725,247762,
726,242124,
727,239350,
728,238278,
729,235956,
730,231710,
731,226034,
732,226744,
733,226822,
734,202431,
735,195664,
736,187882,
737,186135,
738,179634,
739,174992,
740,172688,
741,170711,
742,169199,
743,166919,
744,166918,
745,165052,
746,165052,
747,163519,
748,163078,
749,161614,
750,161815,
751,161049,
752,160731,
753,159637,
754,159637,
755,159005,
756,159005,
757,158184,
758,157993,
759,158483,
760,158202,
761,158051,
762,158512,
763,159148,
764,159161,
765,158702,
766,159318,
767,160034,
768,160356,
769,160253,
770,160777,
771,163213,
772,162903,
773,162903,
774,165339,
775,168240,
776,168240,
777,168179,
778,171557,
779,173793,
780,177832,
781,182195,
782,192796,
783,194593,
784,199317,
785,199317,
786,201310,
787,248556,
788,252554,
789,251088,
790,258574,
791,262913,
792,266622,
793,273145,
794,277171,
795,283282,
796,283282,
797,284590,
798,285904,
799,288683,
800,291508,
801,292956,
802,294168,
803,294376,
804,296575,
805,297548,
806,299071,
807,300378,
808,300408,
809,301440,
810,302620,
811,303456,
812,304050,
813,305196,
814,306266,
815,307672,
816,308923,
817,310539,
818,311728,
819,312605,
820,314114,
821,315134,
822,316814,
823,317980,
824,318981,
825,320418,
826,321841,
827,323010,
828,324584,
829,325556,
830,326770,
831,326793,
832,328417,
833,329842,
834,331016,
835,331466,
836,331940,
837,333286,
838,333338,
839,335145,
840,336016,
841,336270,
842,338737,
843,339631,
844,341966,
845,344356,
846,344597,
847,346605,
848,347649,
849,349050,
850,351279,
851,352683,
852,355832,
853,357382,
854,357902,
855,359919,
856,362182,
857,364387,
858,365058,
859,368371,
860,370359,
861,369632,
862,370414,
863,371575,
864,373628,
865,375289,
866,375016,
867,374822,
868,372545,
869,372920,
870,373206,
871,373130,
872,373373,
873,373044,
874,371969,
875,372627,
876,374899,
877,375261,
878,374927,
879,374364,
880,374111,
881,374964,
882,377537,
883,376747,
884,375410,
885,374729,
886,374440,
887,373598,
888,373151,
889,373294,
890,373469,
891,372431,
892,372213,
893,371730,
894,371390,
895,369654,
896,369580,
897,371115,
898,370385,
899,370448,
900,370722,
901,370920,
902,371713,
903,372188,
904,371836,
905,370695,
906,371204,
907,372617,
908,372957,
909,372760,
910,371888,
911,371673,
912,373619,
913,376565,
914,378163,
915,377257,
916,377952,
917,379622,
918,380943,
919,381025,
920,380979,
921,379873,
922,381783,
923,384694,
924,385648,
925,384646,
926,384981,
927,385966,
928,387302,
929,387283,
930,387206,
931,387626,
932,387626,
933,389495,
934,389404,
935,387941,
936,387274,
937,387197,
938,387117,
939,386470,
940,385670,
941,385085,
942,385085,
943,384933,
944,384510,
945,384752,
946,382798,
947,383033,
948,384872,
949,386668,
950,387149,
951,385165,
952,384577,
953,384454,
954,386515,
955,389765,
956,391125,
957,391075,
958,390303,
959,389785,
960,390403,
961,392129,
962,397516,
963,400223,
964,401284,
965,404324,
966,399986,
967,399372,
968,401987,
969,403934,
970,406162,
971,407840,
972,410130,
973,411236,
974,411877,
975,412990,
976,413431,
977,413919,
978,414449,
979,414454,
980,415315,
981,415903,
982,416231,
983,415748,
984,416284,
985,416684,
986,416859,
987,417353,
988,417581,
989,418173,
990,418499,
991,419513,
992,419726,
993,420857,
994,420922,
995,421309,
996,422472,
997,422712,
998,422984,
999,422944,
1000,422690,
1001,423185,
1002,423026,
1003,423344,
1004,423567,
1005,423543,
1006,423583,
1007,423896,
1008,423811,
1009,424287,
1010,424263,
1011,424516,
1012,424144,
1013,424770,
1014,424604,
1015,424026,
1016,424355,
1017,424409,
1018,424717,
1019,423800,
1020,424226,
1021,424007,
1022,423867,
1023,424322,
1024,424344,
1025,424061,
1026,423958,
1027,424165,
1028,424609,
1029,424733,
1030,423786,
1031,423110,
1032,422620,
1033,421713,
1034,420353,
1035,420380,
1036,420223,
1037,419813,
1038,419884,
1039,418793,
1040,419056,
1041,418071,
1042,417875,
1043,418049,
1044,415575,
1045,415487,
1046,415608,
1047,413464,
1048,412467,
1049,411546,
1050,410940,
1051,409879,
1052,408982,
1053,409612,
1054,408152,
1055,409442,
1056,408836,
1057,408301,
1058,406931,
1059,407533,
1060,405953,
1061,405826,
1062,405226,
